,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
8931,2,Holt Street,Colin,Kelly,19,Husband,Married,Male,University Student,None,None
8932,3,Holt Street,Maria,Webb,52,Head,Married,Female,"Psychotherapist, child",None,Catholic
8933,3,Holt Street,Henry,Webb,56,Husband,Married,Male,Pathologist,None,None
8934,3,Holt Street,Joshua,Webb,17,Adopted Son,NA,Male,Student,Blind,NA
8935,4,Holt Street,Sara,Ball,45,Head,Married,f,Magazine features editor,None,None
8936,4,Holt Street,Wayne,Ball,46,Husband,Married,Male,Actuary,None,None
8937,5,Holt Street,Julie,Palmer,36,Head,Married,Female,"Biochemist, clinical",None,Catholic
8938,5,Holt Street,Mohammad,Palmer,38,Husband,Married,Male,Product manager,None,Catholic
8939,5,Holt Street,Suzanne,Palmer,18,Daughter,Single,Female,Student,None,Catholic
8940,5,Holt Street,Charlene,Palmer,17,Daughter,NA,Female,Student,None,NA
8941,5,Holt Street,Stacey,Palmer,15,Daughter,NA,Female,Student,None,NA
8942,6,Holt Street,Kirsty,Gray,31,Head,Divorced,Female,Travel agency manager,None,Catholic
8943,6,Holt Street,Kelly,Gray,7,Daughter,NA,Female,Student,None,NA
8944,6,Holt Street,Beverley,Gray,3,Daughter,NA,Female,Child,None,NA
8945,7,Holt Street,Maria,Martin,37,Head,Divorced,Female,Unemployed,None,Christian
8946,7,Holt Street,Victor,Martin,6,Son,NA,Male,Student,None,NA
8947,7,Holt Street,Joseph,Martin,5,Son,NA,Male,Student,None,NA
8948,7,Holt Street,Russell,Martin,1,Son,NA,Male,Child,None,NA
8949,8,Holt Street,Maureen,Ward,62,Head,Married,Female,Archaeologist,None,Christian
8950,8,Holt Street,Shane,Ward,62,Husband,Married,Male,Telecommunications researcher,None,Christian
8951,9,Holt Street,Lynda,Moss,26,Head,Single,Female,"Designer, television/film set",None,None
8952,9,Holt Street,Amy,Johnson,58,None,Single,Female,Risk analyst,None,Christian
8953,9,Holt Street,Douglas,Douglas,52,None,Single,Male,"Optician, dispensing",None,Methodist
8954,9,Holt Street,Naomi,Robinson,62,None,Single,Female,Unemployed,None,Methodist
8955,9,Holt Street,Keith,Welch,62,None,Single,Male,Occupational therapist,None,None
8956,10,Holt Street,Dominic,Hayward,32,Head,Married,Male,"Engineer, agricultural",None,None
8957,10,Holt Street,Kerry,Hayward,30,Wife,Married,Female,"Scientist, research (life sciences)",None,None
8958,11,Holt Street,Emma,Barlow,46,Head,Single,Female,Trade mark attorney,None,Christian
8959,11,Holt Street,Tom,King,45,Partner,Single,Male,Analytical chemist,None,Christian
8960,11,Holt Street,Albert,Barlow,8,Son,NA,Male,Student,None,NA
8961,12,Holt Street,Laura,Butler,18,Head,Married,Female,Student,None,NA
8962,12,Holt Street,Rhys,Butler,19,Husband,Married,Male,University Student,None,NA
8963,13,Holt Street,Rachael,Allen,49,Head,Single,Female,Hotel manager,None,Catholic
8964,14,Holt Street,Kirsty,Cox,35,Head,Single,Female,"Teacher, special educational needs",None,None
8965,14,Holt Street,John,Austin,37,Partner,Single,Male,Maintenance engineer,None,None
8966,14,Holt Street,Derek,Jones,29,Lodger,Single,Male,Unemployed,None,Methodist
8967,14,Holt Street,Chelsea,Hodgson,46,Lodger,Single,Female,"Teacher, secondary school",None,None
8968,14,Holt Street,Rachael,Wheeler,63,Lodger,Single,Female,Clinical molecular geneticist,None,None
8969,15,Holt Street,Kayleigh,Roberts,65,Head,Married,Female,Astronomer,None,Methodist
8970,15,Holt Street,Nicholas,Roberts,69,Husband,Married,Male,"Retired Clinical scientist, histocompatibility and immunogenetics",None,None
8971,16,Holt Street,Garry,Humphreys,38,Head,Single,Male,Network engineer,None,Christian
8972,17,Holt Street,Eleanor,Pearson,39,Head,Married,Female,Exercise physiologist,None,Catholic
8973,17,Holt Street,Donald,Pearson,45,Husband,Married,Male,Forensic scientist,None,Catholic
8974,17,Holt Street,Annette,Pearson,9,Daughter,NA,Female,Student,None,NA
8975,18,Holt Street,Leslie,Turner,19,Head,Single,Male,University Student,None,None
8976,19,Holt Street,Gary,White,75,Head,Divorced,Male,"Retired Physicist, medical",None,Catholic
8977,19,Holt Street,Christine,White,11,Granddaughter,NA,Female,Student,None,NA
8978,20,Holt Street,Harriet,Reid,75,Head,Married,Female,Retired Product/process development scientist,None,Catholic
8979,20,Holt Street,Charlie,Reid, ,Husband,Married,Male,Retired Naval architect,None,Catholic
8980,20,Holt Street,Clifford,Reid,43,Son,Single,Male,"Geologist, wellsite",None,Catholic
8981,21,Holt Street,Suzanne,Jenkins,49,Head,Single,Female,"Psychotherapist, child",None,None
8982,21,Holt Street,Alexandra,Khan,22,None,Single,Female,University Student,None,Catholic
8983,21,Holt Street,Elaine,Simpson,38,None,Single,Female,IT sales professional,None,None
8984,1,Charlton Drive,Joe,Pearson,58,Head,Single,Male,Unemployed,None,Christian
8985,1,Charlton Drive,Lauren,Jones,55,Partner,Single,Female,"Engineer, biomedical",None,Christian
8986,2,Charlton Drive,Jane,Moore,70,Head,Married,Female,Retired Biomedical engineer,None,Christian
8987,2,Charlton Drive,Derek,Moore,69,Husband,Married,Male,"Retired Doctor, general practice",None,Christian
8988,3,Charlton Drive,Oliver,Bowen,25,Head,Single,Male,Paramedic,None,None
8989,4,Charlton Drive,Hannah,Brown,62,Head,Single,Female,"Programme researcher, broadcasting/film/video",None,None
8990,4,Charlton Drive,Shirley,Stokes,52,None,Single,Female,Database administrator,None,None
8991,4,Charlton Drive,Christine,Boyle,40,None,Single,Female,"Social research officer, government",None,None
8992,1,Gemini Shores,Anne,Davies,47,Head,Divorced,Female,Travel agency manager,None,Christian
8993,1,Gemini Shores,Stuart,Davies,18,Son,Single,Male,Student,None,Christian
8994,1,Gemini Shores,Sean,Davies,14,Son,NA,Male,Student,None,NA
8995,2,Gemini Shores,Valerie,Hayes,64,Head,Married,Female,Medical laboratory scientific officer,None,Christian
8996,2,Gemini Shores,Tom,Hayes,64,Husband,Married,Male,Psychiatric nurse,None,Christian
8997,2,Gemini Shores,Steven,Edwards,10,Grandson,NA,Male,Student,None,NA
8998,2,Gemini Shores,Amelia,Bolton,7,Granddaughter,NA,Female,Student,None,NA
8999,3,Gemini Shores,Victoria,Knight,36,Head,Divorced,Female,Unemployed,None,Catholic
9000,3,Gemini Shores,Abigail,Knight,9,Daughter,NA,Female,Student,None,NA
9001,3,Gemini Shores,Phillip,Knight,4,Son,NA,Male,Child,None,NA
9002,4,Gemini Shores,Grace,Taylor,47,Head,Married,Female,Advertising art director,None,None
9003,4,Gemini Shores,Graeme,Taylor,51,Husband,Married,Male,Education administrator,None,None
9004,4,Gemini Shores,Elliott,Taylor,15,Son,NA,Male,Student,None,NA
9005,5,Gemini Shores,Natasha,Jones,69,Head,Married,Female,Retired Regulatory affairs officer,None,Christian
9006,5,Gemini Shores,Mohamed,Jones,72,Husband,Married,Male,Unemployed,None,None
9007,5,Gemini Shores,Douglas,Jones,37,Son,Single,Male,Unemployed,None,None
9008,6,Gemini Shores,Rita,Shaw,47,Head,Married,Female,"Psychotherapist, child",None,None
9009,6,Gemini Shores,Shaun,Shaw,47,Husband,Married,Male,"Nurse, children's",None,None
9010,6,Gemini Shores,Beth,Shaw,17,Daughter,NA,Female,Student,None,NA
9011,7,Gemini Shores,Josephine,Jones,37,Head,Married,Female,Building control surveyor,None,Christian
9012,7,Gemini Shores,Robin,Jones,39,Husband,Married,Male,Community pharmacist,None,Christian
9013,7,Gemini Shores,Carl,Jones,6,Son,NA,Male,Student,None,NA
9014,7,Gemini Shores,Lorraine,Jones,5,Daughter,NA,Female,Student,None,NA
9015,7,Gemini Shores,Hilary,Jones,0,Daughter,NA,Female,Child,None,NA
9016,8,Gemini Shores,Bethany,Ahmed,34,Head,Single,Female,Hydrologist,None,None
9017,8,Gemini Shores,Jack,Nelson,34,Partner,Single,Male,"Conservation officer, historic buildings",None,None
9018,8,Gemini Shores,Samuel,Ahmed,8,Son,NA,Male,Student,None,NA
9019,9,Gemini Shores,Sara,Parker,48,Head,Married,Female,Retail merchandiser,None,Catholic
9020,9,Gemini Shores,Jeffrey,Parker,50,Husband,Married,Male,Garment/textile technologist,None,Catholic
9021,9,Gemini Shores,Luke,Parker,17,Son,NA,Male,Student,None,NA
9022,10,Gemini Shores,Antony,Field,55,Head,Single,Male,Editorial assistant,None,None
9023,10,Gemini Shores,Declan,Morris,49,None,Single,Male,"Programmer, multimedia",None,None
9024,10,Gemini Shores,James,Marshall,39,None,Single,Male,Chief Technology Officer,None,Christian
9025,11,Gemini Shores,Jade,Bailey,34,Head,Married,Female,Leisure centre manager,None,None
9026,11,Gemini Shores,Toby,Bailey,38,Husband,M,Male,Immigration officer,None,None
9027,11,Gemini Shores,Gemma,Bailey,9,Daughter,NA,Female,Student,None,NA
9028,12,Gemini Shores,Georgia,Cox,30,Head,Single,Female,Unemployed,None,Jewish
9029,12,Gemini Shores,Dawn,Cole,36,Lodger,Single,Female,Meteorologist,None,Catholic
9030,12,Gemini Shores,Rachael,Parkin,42,Lodger,Single,Female,Chief Financial Officer,None,Christian
9031,13,Gemini Shores,Tracy,Cook,50,Head,Married,Female,Insurance underwriter,None,Christian
9032,13,Gemini Shores,Robin,Cook,47,Husband,Married,Male,Community education officer,None,Christian
9033,13,Gemini Shores,Debra,Cook,36,Daughter,Single,Female,Unemployed,None,Christian
9034,13,Gemini Shores,Nicola,Cook,33,Daughter,Single,Female,"Engineer, structural",None,Christian
9035,13,Gemini Shores,Pauline,Cook,31,Daughter,Single,Female,Wellsite geologist,None,Christian
9036,14,Gemini Shores,Victoria,Pearce,24,Head,Married,Female,"Production designer, theatre/television/film",None,Catholic
9037,14,Gemini Shores,Toby,Pearce,27,Husband,Married,Male,Manufacturing systems engineer,None,Catholic
9038,14,Gemini Shores,Leah,Pearce,3,Daughter,NA,Female,Child,None,NA
9039,14,Gemini Shores,Christine,Atkinson,43,Lodger,Single,Female,Financial trader,None,None
9040,15,Gemini Shores,Anne,Rhodes,33,Head,Married,Female,Solicitor,None,Methodist
9041,15,Gemini Shores,Hugh,Rhodes,33,Husband,Married,Male,"Geologist, engineering",None,Methodist
9042,15,Gemini Shores,Linda,Rhodes,6,Daughter,NA,Female,Student,None,NA
9043,16,Gemini Shores,Joanne,Dobson,38,Head,Divorced,Female,Broadcast journalist,None,Christian
9044,16,Gemini Shores,Geoffrey,Dobson,5,Son,NA,Male,Student,None,NA
9045,17,Gemini Shores,Linda,Evans,45,Head,Married,Female,Applications developer,None,None
9046,17,Gemini Shores,Billy,Evans,47,Husband,Married,Male,"Therapist, art",None,None
9047,17,Gemini Shores,Graeme,Evans,13,Son,NA,Male,Student,None,NA
9048,18,Gemini Shores,Sophie,Bishop,43,Head,Married,Female,Unemployed,None,None
9049,18,Gemini Shores,Jonathan,Bishop,45,Husband,Married,Male,Psychiatrist,None,None
9050,18,Gemini Shores,Samuel,Bishop,17,Son,NA,Male,Student,None,NA
9051,19,Gemini Shores,Bethany,Morgan,36,Head,Single,Female,"Engineer, site",None,Christian
9052,19,Gemini Shores,Lisa,Singh,31,None,Single,female,Proofreader,None,Christian
9053,19,Gemini Shores,Tony,Williams,43,None,Single,Male,"Radiographer, therapeutic",None,None
9054,19,Gemini Shores,Lynne,Rowe,45,None,Single,Female,"Teacher, adult education",None,None
9055,20,Gemini Shores,Kathryn,Owen,35,Head,Single,Female,Unemployed,None,Christian
9056,20,Gemini Shores,Reece,Payne,35,Cousin,Single,Male,Visual merchandiser,None,None
9057,20,Gemini Shores,Susan,Cooper,23,Lodger,Single,Female,Broadcast journalist,None,None
9058,20,Gemini Shores,Alex,Begum,27,Lodger,Single,Male,"Surveyor, minerals",None,None
9059,21,Gemini Shores,Owen,Marsh,54,Head,Single,Male,"Exhibitions officer, museum/gallery",None,Catholic
9060,21,Gemini Shores,Beverley,Johnson,51,None,Single,Female,"Engineer, building services",None,Christian
9061,21,Gemini Shores,Gail,Sullivan,39,None,Single,Female,"Engineer, communications",None,Catholic
9062,22,Gemini Shores,Katherine,Evans,30,Head,Single,Female,Banker,None,Catholic
9063,22,Gemini Shores,Trevor,Burns,27,Partner,Single,Male,Financial risk analyst,None,Catholic
9064,22,Gemini Shores,Alice,Evans,1,Daughter,NA,Female,Child,None,NA
9065,23,Gemini Shores,Marian,Clark,60,Head,Married,Female,Health service manager,None,Christian
9066,23,Gemini Shores,Joel,Clark,62,Husband,Married,Male,"Designer, furniture",None,Christian
9067,23,Gemini Shores,Ashley,Clark,32,Son,Divorced,Male,"Editor, magazine features",None,Christian
9068,24,Gemini Shores,Melanie,Brown,61,Head,Divorced,Female,Glass blower/designer,None,Muslim
9069,24,Gemini Shores,Connor,Brown,26,Son,Single,Male,Adult nurse,None,Muslim
9070,24,Gemini Shores,Mohamed,Brown,23,Son,Single,Male,Primary school teacher,None,Muslim
9071,24,Gemini Shores,Philip,Brown,22,Son,Single,Male,University Student,None,Catholic
9072,24,Gemini Shores,Alice,Brown,18,Daughter,Single,Female,Student,None,Muslim
9073,25,Gemini Shores,Louis,Taylor,36,Head,Married,Male,Data processing manager,None,Christian
9074,25,Gemini Shores,Joan,Taylor,40,Wife,Married,Female,Systems developer,None,Christian
9075,25,Gemini Shores,Aimee,Taylor,12,Daughter,NA,Female,Student,None,NA
9076,26,Gemini Shores,Wayne,Parkinson,54,Head,Divorced,Male,Advertising copywriter,None,Christian
9077,26,Gemini Shores,Lauren,Morris,9,Granddaughter,NA,Female,Student,None,NA
9078,27,Gemini Shores,Debra,Nash,39,Head,Divorced,Female,Manufacturing engineer,None,Christian
9079,27,Gemini Shores,Hannah,Nash,12,Daughter,NA,Female,Student,None,NA
9080,27,Gemini Shores,Damian,Nash,9,Son,NA,Male,Student,None,NA
9081,27,Gemini Shores,Marilyn,Nash,4,Daughter,NA,Female,Child,None,NA
9082,28,Gemini Shores,Joyce,Walker,48,Head,Married,Female,"Programmer, systems",None,None
9083,28,Gemini Shores,Jason,Walker,50,Husband,Married,M,Chief Executive Officer,None,None
9084,28,Gemini Shores,Samantha,Walker,12,Daughter,NA,Female,Student,None,NA
9085,29,Gemini Shores,Catherine,Anderson,18,Head,Single,Female,University Student,None,NA
9086,29,Gemini Shores,Ricky,Norman,22,None,Single,Male,University Student,None,Christian
9087,30,Gemini Shores,Debra,Webb,41,Head,Divorced,Female,Unemployed, ,Methodist
9088,30,Gemini Shores,Bernard,Webb,15,Son,NA,M,Student,None,NA
9089,30,Gemini Shores,Marc,Webb,11,Son,NA,Male,Student,None,NA
9090,31,Gemini Shores,Maureen,Burke,44,Head,Married,Female,Nutritional therapist,None,Christian
9091,31,Gemini Shores,Robert,Burke,47,Husband,Married,male,Quality manager,None,Christian
9092,31,Gemini Shores,Suzanne,Burke,3,Daughter,NA,Female,Child,None,NA
9093,32,Gemini Shores,Jonathan,Dawson,77,Head,Married,Male,Retired Medical laboratory scientific officer,None,Christian
9094,32,Gemini Shores,Emma,Dawson,73,Wife,Married,Female,"Retired Education officer, museum",None,Christian
9095,33,Gemini Shores,Kyle,Campbell,73,Head,Widowed,Male,Retired Clinical cytogeneticist,None,Catholic
9096,34,Gemini Shores,Diana,Phillips,51,Head,Single,Female,Unemployed,None,Christian
9097,34,Gemini Shores,Nathan,Green,54,Partner,Single,Male,Comptroller,None,Christian
9098,34,Gemini Shores,Catherine,Phillips,20,Daughter,Divorced,Female,University Student,None,Christian
9099,34,Gemini Shores,Hannah,Phillips,16,Daughter,NA,Female,Student,None,NA
9100,1,Newman Avenue,Anna,McDonald,51,Head,Divorced,Female,Community pharmacist,None,Christian
9101,1,Newman Avenue,Guy,McDonald,28,Son,Divorced,Male,Commercial art gallery manager,None,Christian
9102,1,Newman Avenue,Owen,McDonald,26,Son,Single,Male,Television camera operator,None,None
9103,1,Newman Avenue,Katherine,McDonald,22,Daughter,Single,Female,University Student,None,Christian
9104,2,Newman Avenue,Joyce,Webb,54,Head,Single,Female,"Psychologist, occupational",None,Methodist
9105,3,Newman Avenue,Judith,Davidson,50,Head,Married,Female,"Psychologist, prison and probation services",None,Catholic
9106,3,Newman Avenue,Jordan,Davidson,52,Husband,Married,Male,Customer service manager,None,Catholic
9107,3,Newman Avenue,Chelsea,Davidson,15,Daughter,NA,Female,Student,None,NA
9108,4,Newman Avenue,Andrea,Kennedy,49,Head,Married,Female,Waste management officer,None,None
9109,4,Newman Avenue,Rhys,Kennedy,48,Husband,Married,Male,Chemical engineer,None,None
9110,4,Newman Avenue,Fiona,Kennedy,21,Daughter,Single,Female,University Student,None,None
9111,4,Newman Avenue,Marie,Kennedy,15,Daughter,NA,Female,Student,None,NA
9112,5,Newman Avenue,Jessica,Allan,49,Head,Single,Female,Wellsite geologist,None,Catholic
9113,6,Newman Avenue,Ellie,Matthews,56,Head,Divorced,Female,Unemployed,None,Christian
9114,6,Newman Avenue,Sam,Matthews,25,Son,Single,Male,Chiropodist,None,None
9115,6,Newman Avenue,Stephanie,Matthews,24,Daughter,Single,Female,Unemployed,None,Christian
9116,6,Newman Avenue,Frank,Matthews,22,Son,Single,Male,University Student,None,Christian
9117,7,Newman Avenue,Jill,Ellis,40,Head,Married,Female,Interpreter,None,None
9118,7,Newman Avenue,Jeremy,Ellis,40,Husband,Married,Male,"Designer, blown glass/stained glass",None,None
9119,7,Newman Avenue,Gemma,Ellis,21,Daughter,Single,Female,University Student,None,None
9120,7,Newman Avenue,Alan,Ellis,16,Son,NA,Male,Student,None,NA
9121,8,Newman Avenue,Eileen,Berry,33,Head,Single,Female,Clinical embryologist,None,None
9122,8,Newman Avenue,Rhys,Lawrence,30,Partner,Single,Male,"Doctor, hospital",None,None
9123,8,Newman Avenue,Benjamin,Berry,9,Son,NA,Male,Student,None,NA
9124,9,Newman Avenue,Abbie,Taylor,52,Head,Married,Female,Public affairs consultant,None,None
9125,9,Newman Avenue,Mark,Taylor,52,Husband,Married,Male,Primary school teacher,None,None
9126,9,Newman Avenue,Paula,Taylor,23,Daughter,Divorced,Female,Operational researcher,None,None
9127,9,Newman Avenue,Allan,Taylor,19,Son,Single,Male,University Student,None,None
9128,9,Newman Avenue,Ann,Smith,17,Daughter,NA,Female,Student,None,NA
9129,9,Newman Avenue,Bernard,Smith,14,Son,NA,Male,Student,None,NA
9130,10,Newman Avenue,Heather,Jones,51,Head,Single,Female,Dramatherapist,None,Christian
9131,10,Newman Avenue,Rebecca,Brennan,59,None,Single,Female,Oncologist,None,Christian
9132,10,Newman Avenue,Judith,Burgess,56,None,Single,Female,"Radiographer, diagnostic",None,Christian
9133,11,Newman Avenue,Rachael,Clarke,49,Head,Divorced,Female,Unemployed,None,None
9134,11,Newman Avenue,Callum,Clarke,17,Son,NA,Male,Student,None,NA
9135,11,Newman Avenue,Garry,Clarke,12,Son,NA,Male,Student,None,NA
9136,11,Newman Avenue,Margaret,Clarke,10,Daughter,NA,Female,Student,None,NA
9137,12,Newman Avenue,Matthew,Bailey,52,Head,Single,Male,"Surveyor, quantity",None,Christian
